mid_date, v [m/yr], satellite, dt (days)
2018-11-19T20:43:36.000Z,259, Sentinel 2, 150 
2014-03-07T20:34:01.979Z,195, Landsat 7, 48 
2009-04-03T20:21:12.773Z,923, Landsat 7, 48 
2014-05-03T20:28:03.695Z,408, Landsat 7, 144 
2022-04-18T08:50:25.000Z,859, Sentinel 2, 35 
2017-09-28T08:42:25.000Z,891, Sentinel 2, 5 
2022-04-13T08:50:25.000Z,773, Sentinel 2, 25 
2022-06-19T20:50:24.000Z,828, Sentinel 2, 90 
2022-06-12T08:50:30.000Z,929, Sentinel 2, 25 
2021-07-06T20:40:21.000Z,1523, Sentinel 2, 50 
2020-06-06T20:40:19.000Z,1582, Sentinel 2, 50 
2019-10-05T20:43:14.000Z,316, Sentinel 2, 40 
2018-04-19T08:50:20.000Z,531, Sentinel 2, 15 
2021-07-09T20:50:19.000Z,1400, Sentinel 2, 40 
2022-05-07T20:40:19.000Z,991, Sentinel 2, 50 
2003-03-27T20:13:29.510Z,433, Landsat 7, 80 
2019-06-23T08:50:25.000Z,840, Sentinel 2, 35 
2022-05-20T20:50:19.000Z,1100, Sentinel 2, 30 
2005-12-28T20:20:38.306Z,254, Landsat 7, 128 
2019-08-06T20:40:44.000Z,364, Sentinel 2, 80 
1996-09-22T19:49:03.975Z,313, Landsat 5, 32 
2009-05-17T08:24:27.660Z,972, Landsat 7, 39 
2018-09-28T20:53:14.000Z,216, Sentinel 2, 70 
2021-11-26T08:45:45.000Z,380, Sentinel 2, 105 
2010-10-08T20:14:46.859Z,874, Landsat 5, 32 
2009-08-09T20:21:13.308Z,400, Landsat 7, 80 
2005-06-27T20:20:26.761Z,1021, Landsat 7, 80 
2022-04-25T20:50:31.000Z,915, Sentinel 2, 10 
2014-06-13T20:22:11.520Z,517, Landsat 7, 16 
2022-02-17T08:55:20.000Z,679, Sentinel 2, 35 
2018-10-01T08:52:45.000Z,150, Sentinel 2, 15 
2019-08-14T08:40:25.000Z,280, Sentinel 2, 15 
2018-01-31T08:43:20.000Z,276, Sentinel 2, 175 
1993-05-24T19:59:38.637Z,960, Landsat 5, 16 
2020-02-28T08:54:15.000Z,530, Sentinel 2, 85 
2000-08-20T08:25:00.707Z,372, Landsat 7, 23 
2022-03-26T08:44:15.000Z,787, Sentinel 2, 135 
2018-04-21T08:40:45.000Z,499, Sentinel 2, 55 
2018-05-03T20:40:21.000Z,496, Sentinel 2, 10 
1997-05-03T20:05:05.855Z,836, Landsat 5, 48 
2018-09-18T20:51:39.000Z,149, Sentinel 2, 30 
2020-03-31T08:43:35.000Z,720, Sentinel 2, 115 
2022-02-11T20:45:41.000Z,630, Sentinel 2, 50 
2018-04-19T08:50:20.000Z,467, Sentinel 2, 35 
2022-09-12T08:44:25.000Z,331, Sentinel 2, 155 
2001-11-04T08:16:15.158Z,428, Landsat 7, 55 
2005-03-22T20:26:43.375Z,638, Landsat 7, 64 
2018-09-08T20:50:24.000Z,150, Sentinel 2, 10 
2022-08-18T20:53:41.000Z,468, Sentinel 2, 160 
2022-04-27T20:41:51.000Z,922, Sentinel 2, 100 
2022-05-08T08:50:25.000Z,1034, Sentinel 2, 35 
2019-04-06T08:42:35.000Z,542, Sentinel 2, 85 
2019-04-26T20:52:31.000Z,675, Sentinel 2, 120 
2012-08-25T20:26:06.630Z,571, Landsat 7, 128 
2019-07-23T08:50:20.000Z,456, Sentinel 2, 95 
2000-10-08T08:18:16.282Z,424, Landsat 7, 39 
2019-05-08T20:42:31.000Z,638, Sentinel 2, 150 
2009-06-26T08:24:26.262Z,894, Landsat 7, 23 
2022-03-11T20:52:51.000Z,732, Sentinel 2, 40 
2022-06-04T20:50:26.000Z,876, Sentinel 2, 110 
2022-05-17T20:40:26.000Z,1016, Sentinel 2, 60 
2022-05-28T08:50:30.000Z,977, Sentinel 2, 75 
2016-08-04T20:33:33.935Z,404, Landsat 7, 32 
2022-05-15T20:50:31.000Z,1068, Sentinel 2, 30 
2019-01-01T20:52:21.000Z,317, Sentinel 2, 170 
2021-12-14T08:54:25.000Z,447, Sentinel 2, 135 
2022-06-19T08:40:25.000Z,855, Sentinel 2, 15 
2022-05-13T08:50:25.000Z,1064, Sentinel 2, 35 
2020-12-23T20:47:34.000Z,1123, Sentinel 2, 70 
2019-08-17T08:50:30.000Z,268, Sentinel 2, 25 
2018-09-16T08:51:45.000Z,143, Sentinel 2, 35 
2003-04-08T08:16:36.853Z,504, Landsat 7, 57 
2020-01-04T08:52:20.000Z,397, Sentinel 2, 165 
2021-09-22T20:51:59.000Z,118, Sentinel 2, 30 
2016-04-06T20:52:12.000Z,412, Sentinel 2, 70 
2022-05-15T08:40:20.000Z,987, Sentinel 2, 15 
2000-08-29T08:18:38.412Z,470, Landsat 7, 41 
2018-11-27T20:54:29.000Z,277, Sentinel 2, 130 
1999-04-20T08:12:41.107Z,823, Landsat 5, 41 
2006-10-19T20:31:19.450Z,282, Landsat 5, 16 
2005-04-28T08:23:37.495Z,883, Landsat 7, 23 
2019-09-03T20:50:24.000Z,181, Sentinel 2, 10 
2022-05-25T20:50:31.000Z,992, Sentinel 2, 70 
2002-03-11T08:22:51.128Z,790, Landsat 7, 71 
2022-05-05T08:40:20.000Z,977, Sentinel 2, 35 
2018-04-09T08:50:20.000Z,480, Sentinel 2, 15 
2021-08-01T08:51:10.000Z,951, Sentinel 2, 105 
1992-07-01T19:54:05.014Z,696, Landsat 5, 80 
2016-12-24T20:40:21.499Z,229, Sentinel 2, 240 
2003-03-15T08:16:35.048Z,374, Landsat 7, 55 
2021-02-20T15:48:48.605Z,2251, Sentinel 1, 12 
2019-02-05T08:46:25.000Z,436, Sentinel 2, 35 
2019-04-06T08:40:25.000Z,526, Sentinel 2, 15 
2019-02-12T20:45:46.000Z,461, Sentinel 2, 20 
2000-06-18T08:19:36.978Z,1163, Landsat 7, 39 
2018-07-28T08:52:00.000Z,419, Sentinel 2, 145 
2022-08-20T20:43:34.000Z,466, Sentinel 2, 160 
2018-04-21T08:40:20.000Z,481, Sentinel 2, 35 
2002-02-27T20:19:46.677Z,776, Landsat 7, 48 
2018-04-18T20:40:26.000Z,482, Sentinel 2, 40 
2020-03-19T08:51:30.000Z,562, Sentinel 2, 15 
2022-05-05T20:50:31.000Z,994, Sentinel 2, 30 
2019-06-03T08:50:30.000Z,856, Sentinel 2, 65 
2019-07-18T08:50:25.000Z,487, Sentinel 2, 85 
2015-07-25T20:30:41.177Z,292, Landsat 7, 80 
2017-08-12T08:53:00.000Z,481, Sentinel 2, 155 
2018-03-12T08:44:00.000Z,331, Sentinel 2, 95 
2019-03-22T20:53:19.000Z,478, Sentinel 2, 80 
2007-03-14T20:15:17.028Z,504, Landsat 7, 32 
2013-05-24T20:26:40.429Z,1043, Landsat 7, 96 
2022-06-09T08:40:25.000Z,990, Sentinel 2, 35 
2019-03-19T20:44:19.000Z,512, Sentinel 2, 120 
2022-06-14T08:40:25.000Z,882, Sentinel 2, 5 
2021-06-10T02:55:18.619Z,2314, Sentinel 1, 24 
2010-08-17T08:20:06.289Z,295, Landsat 7, 25 
2019-05-11T20:50:29.000Z,795, Sentinel 2, 80 
2022-04-20T20:50:26.000Z,833, Sentinel 2, 20 
2020-05-23T08:50:30.000Z,1402, Sentinel 2, 25 
2018-03-19T20:41:54.000Z,382, Sentinel 2, 30 
2018-09-01T08:51:45.000Z,229, Sentinel 2, 65 
2009-06-06T20:21:21.798Z,907, Landsat 7, 48 
2018-07-13T08:50:20.000Z,482, Sentinel 2, 115 
2019-04-16T08:42:35.000Z,592, Sentinel 2, 105 
2020-04-20T20:50:19.000Z,844, Sentinel 2, 50 
2012-04-16T08:22:06.420Z,646, Landsat 7, 25 
2006-06-06T20:23:22.966Z,536, Landsat 5, 16 
2016-10-06T20:39:53.065Z,230, Landsat 7, 16 
2022-05-05T20:50:26.000Z,976, Sentinel 2, 50 
2019-07-28T08:50:30.000Z,328, Sentinel 2, 45 
2018-07-25T20:51:44.000Z,431, Sentinel 2, 140 
2018-08-16T20:41:29.000Z,342, Sentinel 2, 90 
1993-05-05T07:56:29.733Z,696, Landsat 5, 23 
2022-05-05T20:50:19.000Z,1029, Sentinel 2, 40 
2011-05-15T08:23:35.333Z,842, Landsat 5, 57 
2022-09-19T15:49:03.847Z,404, Sentinel 1, 12 
2022-05-27T20:40:19.000Z,1084, Sentinel 2, 30 
2019-10-16T08:54:40.000Z,0, Sentinel 2, 5 
2019-05-16T20:50:46.000Z,750, Sentinel 2, 100 
2018-04-26T08:40:20.000Z,538, Sentinel 2, 45 
2021-07-24T20:50:19.000Z,1081, Sentinel 2, 90 
2020-12-19T08:57:00.000Z,1094, Sentinel 2, 85 
2018-06-13T08:50:15.000Z,510, Sentinel 2, 145 
2018-09-06T08:50:30.000Z,136, Sentinel 2, 15 
2010-05-13T08:20:00.945Z,762, Landsat 7, 25 
2018-01-28T20:47:14.000Z,53, Sentinel 2, 10 
2006-05-04T20:27:10.897Z,619, Landsat 7, 80 
2022-07-29T02:55:27.801Z,525, Sentinel 1, 12 
2021-07-31T20:40:21.000Z,778, Sentinel 2, 60 
2021-08-19T15:48:56.422Z,411, Sentinel 1, 12 
2016-08-06T20:42:03.000Z,356, Sentinel 2, 40 
1996-09-18T07:51:55.319Z,341, Landsat 5, 23 
2018-01-16T08:43:25.000Z,261, Sentinel 2, 145 
2019-07-22T20:41:19.000Z,510, Sentinel 2, 130 
2019-09-20T20:42:41.000Z,299, Sentinel 2, 60 
2018-10-21T08:55:00.000Z,418, Sentinel 2, 25 
2019-05-04T08:50:25.000Z,768, Sentinel 2, 65 
2018-02-02T20:43:41.000Z,288, Sentinel 2, 170 
2022-05-10T20:50:24.000Z,935, Sentinel 2, 90 
2022-04-05T20:51:53.999Z,822, Sentinel 2, 60 
2005-03-31T20:20:34.837Z,575, Landsat 7, 32 
2019-06-17T20:40:29.000Z,674, Sentinel 2, 100 
2007-08-01T08:21:22.160Z,791, Landsat 5, 25 
2017-11-12T08:47:05.000Z,67, Sentinel 2, 5 
2018-10-01T08:53:19.999Z,270, Sentinel 2, 65 
2019-11-12T08:43:35.000Z,339, Sentinel 2, 165 
2001-07-14T08:23:17.395Z,1023, Landsat 7, 39 
2018-09-15T20:41:24.000Z,141, Sentinel 2, 30 
2019-06-02T20:40:21.000Z,743, Sentinel 2, 100 
2021-08-08T08:41:50.000Z,837, Sentinel 2, 115 
2019-08-29T08:42:45.000Z,269, Sentinel 2, 105 
2018-12-02T08:42:30.000Z,288, Sentinel 2, 165 
2020-06-04T08:40:20.000Z,1558, Sentinel 2, 45 
2019-03-17T20:53:49.000Z,464, Sentinel 2, 90 
2000-07-04T08:19:21.808Z,974, Landsat 7, 71 
2017-12-19T20:46:33.999Z,262, Sentinel 2, 90 
2009-08-01T20:21:14.553Z,457, Landsat 7, 96 
2019-06-13T08:50:30.000Z,783, Sentinel 2, 85 
2018-09-18T20:52:01.000Z,151, Sentinel 2, 40 
2009-04-15T08:24:22.917Z,710, Landsat 7, 25 
2002-04-09T20:13:32.046Z,392, Landsat 7, 16 
2011-05-16T08:17:23.857Z,734, Landsat 5, 55 
2018-01-06T08:45:15.000Z,265, Sentinel 2, 115 
2018-02-27T20:43:59.000Z,294, Sentinel 2, 50 
2020-10-10T08:53:40.000Z,947, Sentinel 2, 55 
2019-12-25T08:53:50.000Z,465, Sentinel 2, 145 
1985-11-04T19:53:26.326Z,682, Landsat 5, 32 
2018-01-13T20:43:44.000Z,271, Sentinel 2, 140 
2018-02-02T20:46:51.000Z,271, Sentinel 2, 10 
2019-04-19T08:52:30.000Z,612, Sentinel 2, 105 
2010-12-09T20:27:11.712Z,442, Landsat 5, 160 
2018-12-29T20:45:09.000Z,280, Sentinel 2, 120 
2018-10-03T20:53:06.000Z,303, Sentinel 2, 50 
2018-10-11T08:53:50.000Z,299, Sentinel 2, 45 
2018-06-25T20:50:21.000Z,557, Sentinel 2, 150 
2003-09-09T20:25:22.471Z,251, Landsat 7, 64 
2019-05-11T20:50:46.000Z,771, Sentinel 2, 90 
2009-06-27T08:18:15.209Z,929, Landsat 7, 25 
2006-05-17T08:24:02.635Z,663, Landsat 7, 55 
2018-12-15T08:53:50.000Z,305, Sentinel 2, 145 
2018-04-29T08:50:20.000Z,537, Sentinel 2, 35 
2018-02-25T20:54:06.000Z,254, Sentinel 2, 70 
2018-06-22T20:40:19.000Z,483, Sentinel 2, 160 
2002-04-04T08:22:50.062Z,636, Landsat 7, 23 
2019-05-19T08:50:25.000Z,1030, Sentinel 2, 35 
2020-01-08T20:43:24.000Z,425, Sentinel 2, 150 
2022-05-18T08:50:30.000Z,942, Sentinel 2, 95 
2020-03-26T20:54:19.000Z,751, Sentinel 2, 140 
2022-07-06T20:40:06.000Z,691, Sentinel 2, 120 
2022-05-03T08:52:00.000Z,900, Sentinel 2, 115 
2019-04-21T08:40:25.000Z,602, Sentinel 2, 15 
2005-01-02T20:20:10.527Z,405, Landsat 7, 144 
2019-03-09T20:44:19.000Z,451, Sentinel 2, 100 
2020-05-08T08:50:25.000Z,961, Sentinel 2, 5 
2019-08-07T08:51:49.999Z,433, Sentinel 2, 115 
2018-08-01T20:35:56.565Z,287, Landsat 7, 32 
2000-09-13T08:24:44.964Z,498, Landsat 7, 39 
2003-06-21T20:25:43.461Z,679, Landsat 7, 64 
2019-12-02T20:56:34.000Z,358, Sentinel 2, 90 
2008-07-20T20:23:48.324Z,4515, Landsat 5, 16 
2019-02-15T08:45:35.000Z,437, Sentinel 2, 25 
2002-08-11T08:16:01.953Z,674, Landsat 7, 57 
2009-03-22T08:24:11.268Z,675, Landsat 7, 73 
2022-09-12T20:52:54.000Z,325, Sentinel 2, 80 
2022-08-26T08:54:00.000Z,406, Sentinel 2, 165 
2011-10-03T20:12:56.980Z,44, Landsat 5, 16 
2003-03-23T08:16:36.573Z,451, Landsat 7, 25 
2002-02-11T20:19:35.962Z,680, Landsat 7, 144 
2005-05-14T08:23:38.008Z,883, Landsat 7, 23 
2019-08-29T08:40:20.000Z,185, Sentinel 2, 15 
2022-02-27T08:53:45.000Z,696, Sentinel 2, 55 
2001-06-05T08:17:33.975Z,1018, Landsat 7, 89 
2019-06-30T08:40:25.000Z,649, Sentinel 2, 85 
2005-04-24T20:20:31.462Z,906, Landsat 7, 16 
2018-11-25T08:53:15.000Z,264, Sentinel 2, 155 
2022-05-30T20:50:31.000Z,1000, Sentinel 2, 60 
2018-07-26T20:23:41.693Z,489, Landsat 7, 48 
2000-03-29T08:26:27.944Z,755, Landsat 7, 87 
2018-12-12T20:52:21.000Z,296, Sentinel 2, 170 
2018-07-20T08:40:20.000Z,433, Sentinel 2, 5 
2018-09-13T20:51:39.000Z,143, Sentinel 2, 40 
2022-08-02T15:49:01.747Z,243, Sentinel 1, 12 
2017-07-10T08:41:10.000Z,579, Sentinel 2, 155 
2022-06-27T15:48:59.571Z,642, Sentinel 1, 12 
2017-12-09T20:44:05.999Z,256, Sentinel 2, 140 
2022-05-22T20:40:19.000Z,1093, Sentinel 2, 20 
2003-04-11T20:19:39.341Z,501, Landsat 7, 32 
2017-07-30T08:41:10.000Z,518, Sentinel 2, 115 
2019-08-22T08:50:25.000Z,247, Sentinel 2, 35 
2015-06-06T20:36:40.116Z,569, Landsat 7, 32 
2018-08-14T20:50:21.000Z,334, Sentinel 2, 30 
2018-06-23T08:50:20.000Z,592, Sentinel 2, 75 
2002-03-24T20:13:33.991Z,847, Landsat 7, 16 
2018-12-17T08:46:25.000Z,258, Sentinel 2, 95 
2021-07-22T08:50:20.000Z,1139, Sentinel 2, 95 
2008-03-19T08:24:13.290Z,708, Landsat 7, 41 
2000-08-24T20:21:50.187Z,436, Landsat 7, 32 
2019-12-22T20:52:56.000Z,407, Sentinel 2, 160 
2018-04-06T20:52:19.000Z,413, Sentinel 2, 80 
2018-07-05T20:51:04.000Z,495, Sentinel 2, 160 
2022-03-23T15:48:54.279Z,925, Sentinel 1, 12 
2022-08-30T20:43:59.000Z,381, Sentinel 2, 160 
1985-12-22T19:52:27.408Z,570, Landsat 5, 128 
2020-11-16T20:57:36.000Z,624, Sentinel 2, 20 
2018-06-28T08:50:20.000Z,533, Sentinel 2, 145 
1992-06-12T07:51:14.365Z,548, Landsat 5, 41 
2002-04-28T08:22:48.431Z,917, Landsat 7, 39 
2011-07-10T08:23:10.803Z,874, Landsat 5, 55 
2002-05-26T20:19:32.874Z,971, Landsat 7, 96 
2020-10-02T08:43:00.000Z,1126, Sentinel 2, 35 
2018-02-19T03:02:23.742Z,139, Sentinel 1, 12 
2022-05-28T08:50:25.000Z,1004, Sentinel 2, 65 
2020-12-21T20:56:46.000Z,1141, Sentinel 2, 90 
2020-12-16T08:45:30.000Z,1097, Sentinel 2, 115 
2021-08-31T08:51:25.000Z,323, Sentinel 2, 55 
2018-07-05T20:50:14.000Z,545, Sentinel 2, 100 
2018-04-26T08:40:20.000Z,520, Sentinel 2, 25 
2010-05-01T20:16:56.962Z,643, Landsat 7, 16 
2022-06-17T08:50:25.000Z,921, Sentinel 2, 25 
2018-11-17T08:43:30.000Z,255, Sentinel 2, 155 
2011-03-24T20:24:30.862Z,613, Landsat 7, 48 
2003-03-26T20:19:39.732Z,438, Landsat 7, 64 
2010-09-05T20:23:12.497Z,338, Landsat 7, 64 
2018-09-03T20:50:24.000Z,165, Sentinel 2, 20 
2018-02-05T08:46:35.000Z,784, Sentinel 2, 5 
2004-04-28T20:26:16.655Z,664, Landsat 7, 16 
2018-09-05T20:40:14.000Z,121, Sentinel 2, 10 
2021-07-07T08:50:20.000Z,1505, Sentinel 2, 55 
2019-12-30T08:53:50.000Z,426, Sentinel 2, 145 
2019-08-01T20:40:21.000Z,366, Sentinel 2, 20 
2003-09-01T20:25:26.182Z,244, Landsat 7, 80 
2019-05-01T20:50:41.000Z,734, Sentinel 2, 70 
2005-08-30T20:20:17.889Z,542, Landsat 7, 112 
2018-10-08T20:53:36.000Z,334, Sentinel 2, 40 
2020-04-07T20:43:34.000Z,808, Sentinel 2, 130 
2019-06-02T20:40:29.000Z,644, Sentinel 2, 130 
2021-02-09T20:56:11.000Z,2367, Sentinel 2, 10 
2018-07-10T20:50:29.000Z,499, Sentinel 2, 130 
2016-09-20T20:45:53.000Z,208, Sentinel 2, 130 
2019-07-03T08:50:30.000Z,885, Sentinel 2, 15 
2017-12-07T08:43:40.000Z,276, Sentinel 2, 145 
2022-04-10T20:50:31.000Z,812, Sentinel 2, 20 
2022-09-22T20:54:06.000Z,260, Sentinel 2, 110 
2022-05-22T20:40:26.000Z,987, Sentinel 2, 70 
2022-08-26T15:49:03.175Z,317, Sentinel 1, 12 
2009-06-11T08:18:16.668Z,820, Landsat 7, 39 
2021-06-26T15:48:53.343Z,2035, Sentinel 1, 24 
2019-07-30T08:40:25.000Z,314, Sentinel 2, 45 
2018-01-18T20:43:46.000Z,267, Sentinel 2, 140 
2018-03-07T08:43:14.999Z,285, Sentinel 2, 35 
2018-03-22T08:44:00.000Z,354, Sentinel 2, 115 
2022-05-30T20:50:19.000Z,1104, Sentinel 2, 10 
2005-05-01T20:26:42.852Z,818, Landsat 7, 16 
2019-05-06T20:50:29.000Z,746, Sentinel 2, 70 
2019-08-19T20:50:24.000Z,234, Sentinel 2, 40 
2008-03-06T20:27:18.609Z,514, Landsat 7, 16 
2019-07-15T20:50:29.000Z,436, Sentinel 2, 30 
2002-04-25T20:13:34.766Z,618, Landsat 7, 16 
2018-04-01T20:52:19.000Z,392, Sentinel 2, 70 
2019-10-23T08:45:15.000Z,196, Sentinel 2, 5 
2019-04-24T08:53:05.000Z,658, Sentinel 2, 135 
2003-04-08T08:16:33.217Z,427, Landsat 7, 25 
2019-08-19T20:52:44.000Z,347, Sentinel 2, 120 
2004-04-12T20:26:21.792Z,615, Landsat 7, 48 
2018-05-06T08:42:50.000Z,465, Sentinel 2, 155 
2017-11-22T20:54:56.000Z,313, Sentinel 2, 120 
2018-11-09T20:44:09.000Z,241, Sentinel 2, 140 
2022-06-29T20:50:24.000Z,753, Sentinel 2, 70 
2017-12-27T08:42:00.000Z,251, Sentinel 2, 175 
2022-05-25T20:50:24.000Z,1012, Sentinel 2, 60 
2008-05-22T08:22:20.611Z,1368, Landsat 5, 89 
2021-05-23T02:55:17.512Z,2833, Sentinel 1, 12 
2022-04-28T08:50:25.000Z,944, Sentinel 2, 15 
2005-03-03T08:23:42.746Z,548, Landsat 7, 25 
2019-04-28T20:42:24.000Z,680, Sentinel 2, 120 
2021-05-23T08:50:20.000Z,3348, Sentinel 2, 5 
1986-10-09T07:53:48.471Z,1121, Landsat 5, 41 
2021-05-28T08:50:20.000Z,2788, Sentinel 2, 15 
2022-04-28T08:52:50.000Z,897, Sentinel 2, 135 
2000-03-26T20:17:13.068Z,782, Landsat 7, 32 
2020-04-10T20:51:36.000Z,704, Sentinel 2, 60 
2022-05-20T08:40:25.000Z,968, Sentinel 2, 75 
2009-03-22T08:24:14.804Z,1058, Landsat 7, 23 
2018-08-07T08:53:05.000Z,419, Sentinel 2, 165 
1993-05-13T07:56:31.386Z,981, Landsat 5, 39 
2010-07-12T20:15:17.290Z,483, Landsat 5, 112 
2005-03-19T08:23:38.018Z,581, Landsat 7, 57 
2018-06-20T20:50:21.000Z,487, Sentinel 2, 160 
1987-08-21T19:57:10.763Z,318, Landsat 5, 16 
2021-06-03T03:02:45.765Z,2579, Sentinel 1, 12 
2002-03-15T20:19:49.139Z,580, Landsat 7, 16 
2021-08-21T08:50:20.000Z,394, Sentinel 2, 35 
2018-03-20T08:52:20.000Z,300, Sentinel 2, 45 
2022-05-15T20:50:19.000Z,1090, Sentinel 2, 40 
2022-07-29T20:51:36.000Z,555, Sentinel 2, 120 
2018-08-09T08:40:15.000Z,349, Sentinel 2, 45 
2020-04-30T20:50:19.000Z,1021, Sentinel 2, 10 
2022-03-11T15:48:54.064Z,498, Sentinel 1, 12 
2021-05-10T03:02:44.416Z,2957, Sentinel 1, 12 
2019-05-08T20:40:29.000Z,836, Sentinel 2, 20 
2021-09-02T08:41:50.000Z,323, Sentinel 2, 65 
2022-05-13T08:50:25.000Z,939, Sentinel 2, 95 
2022-03-29T08:52:45.000Z,800, Sentinel 2, 75 
2021-12-14T08:53:19.999Z,421, Sentinel 2, 155 
2015-07-24T20:36:51.742Z,277, Landsat 7, 64 
2022-05-28T08:50:30.000Z,1000, Sentinel 2, 55 
1997-09-05T08:06:09.045Z,552, Landsat 5, 41 
2018-07-30T20:50:14.000Z,433, Sentinel 2, 50 
2022-05-10T20:50:31.000Z,1008, Sentinel 2, 20 
2022-06-07T08:50:25.000Z,877, Sentinel 2, 105 
2018-09-03T20:50:21.000Z,70, Sentinel 2, 10 
1992-07-22T07:50:45.966Z,948, Landsat 5, 39 
2010-05-17T20:16:54.386Z,940, Landsat 7, 16 
2022-07-05T02:55:26.278Z,706, Sentinel 1, 12 
2009-07-17T20:15:05.182Z,563, Landsat 7, 16 
2022-11-18T20:47:34.000Z,149, Sentinel 2, 20 
2011-06-01T08:17:18.780Z,707, Landsat 5, 23 
1985-06-09T07:57:54.276Z,685, Landsat 5, 73 
2018-02-27T20:43:56.000Z,243, Sentinel 2, 60 
2020-05-03T08:50:25.000Z,998, Sentinel 2, 15 
2019-09-11T08:51:49.999Z,302, Sentinel 2, 45 
2022-03-24T08:52:45.000Z,761, Sentinel 2, 65 
2022-07-01T20:40:19.000Z,711, Sentinel 2, 100 
2022-03-16T08:44:15.000Z,746, Sentinel 2, 115 
2019-09-30T20:42:54.000Z,299, Sentinel 2, 50 
2022-05-23T08:50:25.000Z,1125, Sentinel 2, 15 
2019-04-14T08:50:45.000Z,537, Sentinel 2, 35 
2022-10-17T08:44:05.000Z,207, Sentinel 2, 85 
2022-06-06T20:40:19.000Z,1132, Sentinel 2, 10 
2022-06-27T08:50:30.000Z,1041, Sentinel 2, 5 
2010-07-27T20:21:23.626Z,492, Landsat 5, 96 
1995-05-30T19:44:01.703Z,890, Landsat 5, 80 
2012-09-14T08:29:25.887Z,429, Landsat 7, 89 
2020-05-03T08:50:25.000Z,1014, Sentinel 2, 75 
2009-06-23T20:15:10.121Z,989, Landsat 7, 32 
1999-03-31T20:09:43.445Z,848, Landsat 5, 16 
2018-06-15T08:40:20.000Z,501, Sentinel 2, 155 
2000-08-16T20:21:58.354Z,254, Landsat 7, 16 
2018-11-22T08:43:35.000Z,267, Sentinel 2, 145 
2018-09-28T20:52:28.999Z,128, Sentinel 2, 10 
2022-02-27T15:48:54.182Z,826, Sentinel 1, 12 
2021-10-18T15:48:58.261Z,458, Sentinel 1, 12 
2010-08-28T20:23:12.164Z,253, Landsat 7, 48 
2017-03-15T20:39:16.810Z,291, Landsat 7, 48 
2021-08-03T08:41:50.000Z,946, Sentinel 2, 125 
2022-05-03T08:52:20.000Z,898, Sentinel 2, 125 
1992-05-19T07:51:27.617Z,554, Landsat 5, 89 
1994-05-17T07:47:20.153Z,1134, Landsat 5, 55 
2018-08-14T08:40:20.000Z,308, Sentinel 2, 55 
2022-07-02T08:50:25.000Z,741, Sentinel 2, 55 
2022-06-29T08:40:20.000Z,717, Sentinel 2, 105 
2022-03-19T08:52:00.000Z,784, Sentinel 2, 25 
2022-09-20T08:53:40.000Z,282, Sentinel 2, 95 
2005-10-14T08:17:01.979Z,310, Landsat 7, 23 
2022-07-11T20:40:19.000Z,625, Sentinel 2, 80 
2011-03-29T08:21:26.516Z,620, Landsat 7, 39 
2018-01-19T08:53:00.000Z,270, Sentinel 2, 165 
2020-04-25T08:40:50.000Z,898, Sentinel 2, 65 
2018-07-10T20:23:59.270Z,617, Landsat 7, 16 
2018-11-14T20:44:14.000Z,251, Sentinel 2, 130 
2021-08-06T08:51:10.000Z,813, Sentinel 2, 95 
2018-06-22T20:40:14.000Z,532, Sentinel 2, 140 
2009-07-24T20:21:15.162Z,558, Landsat 7, 80 
2022-11-23T20:47:59.000Z,191, Sentinel 2, 10 
2001-07-07T08:17:12.609Z,867, Landsat 7, 25 
2020-06-07T08:50:30.000Z,1671, Sentinel 2, 5 
2022-06-14T20:50:24.000Z,936, Sentinel 2, 40 
2022-06-02T08:50:30.000Z,833, Sentinel 2, 125 
2022-07-24T08:40:05.000Z,529, Sentinel 2, 85 
2022-04-05T20:52:51.000Z,830, Sentinel 2, 90 
2022-02-27T08:54:20.000Z,667, Sentinel 2, 15 
2022-04-15T20:50:31.000Z,842, Sentinel 2, 30 
2018-11-20T08:53:45.000Z,258, Sentinel 2, 145 
2019-09-23T08:43:45.000Z,324, Sentinel 2, 95 
2019-08-24T20:52:26.000Z,322, Sentinel 2, 100 
2022-03-26T20:52:21.000Z,780, Sentinel 2, 50 
2022-07-19T20:50:29.000Z,545, Sentinel 2, 30 
2019-08-24T08:41:15.000Z,271, Sentinel 2, 65 
2019-07-30T20:50:29.000Z,354, Sentinel 2, 60 
2022-09-02T20:53:41.000Z,356, Sentinel 2, 130 
2020-10-02T20:52:59.000Z,1092, Sentinel 2, 40 
2018-08-07T08:50:15.000Z,400, Sentinel 2, 35 
2022-07-22T08:51:30.000Z,613, Sentinel 2, 135 
1985-09-17T19:53:56.986Z,596, Landsat 5, 128 
2019-03-15T08:52:30.000Z,445, Sentinel 2, 35 
2010-08-13T20:15:03.026Z,239, Landsat 5, 144 
2022-04-10T20:52:21.000Z,854, Sentinel 2, 80 
2020-05-15T08:40:20.000Z,1259, Sentinel 2, 55 
2019-04-21T20:53:19.000Z,652, Sentinel 2, 140 
2009-05-29T20:21:20.631Z,870, Landsat 7, 64 
2019-10-08T20:53:46.000Z,242, Sentinel 2, 10 
2002-06-26T20:25:34.606Z,1018, Landsat 7, 80 
2019-08-06T20:40:21.000Z,297, Sentinel 2, 30 
2018-02-10T08:43:45.000Z,343, Sentinel 2, 175 
